ORG_CODE,ORG_NAME,Month,LEFT_DEPARTMENT_ECDS_RATE,LEFT_DEPARTMENT_TOTAL,MSITAE_COMPARISON_ECDS,MSITAE_COMPARISON_ECDS_RATE,MSITAE_COMPARISON_MSITAE,TIME_TO_INITIAL_ASSESSMENT_95,TIME_TO_INITIAL_ASSESSMENT_DENOM,TIME_TO_INITIAL_ASSESSMENT_MEDIAN,TIME_TO_TREATMENT_95,TIME_TO_TREATMENT_DENOM,TIME_TO_TREATMENT_MEDIAN,TOTAL_TIME_95,TOTAL_TIME_95_ADMITTED,TOTAL_TIME_95_NON_ADM,TOTAL_TIME_DENOM,TOTAL_TIME_DENOM_ADMITTED,TOTAL_TIME_DENOM_NON_ADM,TOTAL_TIME_MEDIAN,TOTAL_TIME_MEDIAN_ADMITTED,TOTAL_TIME_MEDIAN_NON_ADM,UNPLANNED_REATTENDANCES,UNPLANNED_REATTENDANCES_DENOM,UNPLANNED_REATTENDANCES_RATE,Year,Total Attendances,Year_Start
ENG,ENGLAND,2024-02-01,5.18997412863418,103132.0,2017295.0,93.7247951086249,2152361.0,77.0,336103.0,10.0,348.0,1582623.0,70.0,981.0,1701.0,635.0,1993217.0,421165.0,1572052.0,182.0,352.0,163.0,152636.0,1698139.0,8.98842792021147,2023-24,26321069,2023-04-01
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2024-02-01,5.02572220023743,635.0,12635.0,80.0950871632329,15775.0,86.5999999999999,775.0,11.0,73.0,12000.0,14.0,779.599999999998,1022.39999999999,550.25,12630.0,3375.0,9255.0,212.0,397.0,189.0,1165.0,12400.0,9.39516129,2023-24,26321069,2023-04-01
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2024-03-01,2.20356768100734,210.0,9530.0,61.6429495472186,15462.0,17.0,3010.0,5.0,207.0,9020.0,66.0,1068.0,1245.69999999999,571.0,9530.0,3385.0,6140.0,191.0,349.0,161.0,630.0,9460.0,6.65961945031712,2023-24,26321069,2023-04-01
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2024-03-01,5.00373412994772,1340.0,26780.0,97.63033175,27430.0,42.0,3925.0,5.0,231.0,25435.0,16.0,509.0,827.0,350.0,26775.0,4975.0,21800.0,178.0,240.0,161.0,2395.0,25365.0,9.442144688,2023-24,26321069,2023-04-01
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2024-03-01,6.72138420585625,1515.0,22540.0,101.053575431517,22303.0,37.0,3620.0,7.0,382.0,18670.0,108.0,787.0,1190.34999999999,499.399999999999,22505.0,6735.0,15775.0,132.0,134.0,132.0,2090.0,19280.0,10.8402489626556,2023-24,26321069,2023-04-01
RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,2024-03-01,4.74725274725274,540.0,11375.0,100.22026431718,11351.0,44.0,2395.0,10.0,429.549999999999,10670.0,78.0,1249.39999999999,1732.0,586.0,11375.0,2330.0,9040.0,187.0,610.5,156.0,930.0,10505.0,8.8529271775345,2023-24,26321069,2023-04-01
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-03-01,4.4776119402985,600.0,13400.0,99.8137802607076,13425.0,59.0,2640.0,7.0,420.0,10.0,178.0,975.0,1946.39999999999,551.0,13375.0,2520.0,10855.0,225.0,370.0,215.0,1000.0,12525.0,7.98403193612774,2023-24,26321069,2023-04-01
RJN,EAST CHESHIRE NHS TRUST,2024-03-01,4.85327313769751,215.0,4430.0,97.1491228070175,4561.0,32.0,870.0,6.0,379.899999999999,4205.0,89.0,1408.0,2260.75,655.0,4425.0,1000.0,3425.0,232.0,636.5,204.0,290.0,4230.0,6.85579196217494,2023-24,26321069,2023-04-01
RLQ,WYE VALLEY NHS TRUST,2024-03-01,3.92772977219167,250.0,6365.0,83.6949375410913,7606.0,76.0,1730.0,16.0,315.0,6110.0,50.0,1259.0,1626.54999999999,688.0,6365.0,1945.0,4425.0,233.0,494.5,194.0,520.0,6305.0,8.24742268,2023-24,26321069,2023-04-01
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2024-03-01,8.253751705,605.0,7330.0,100.068259385665,7327.0,37.0,1585.0,9.0,516.0,6525.0,94.0,2118.0,3227.04999999999,1021.19999999999,7285.0,1775.0,5515.0,239.0,734.5,223.0,550.0,6690.0,8.22122571001494,2023-24,26321069,2023-04-01
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2024-03-01,6.83826354206684,890.0,13015.0,100.23103581055,12985.0,103.199999999999,2955.0,13.0,335.0,10380.0,67.0,1490.34999999999,1974.29999999999,827.2,12995.0,3595.0,9400.0,209.0,336.0,195.0,1190.0,12450.0,9.5582329317269,2023-24,26321069,2023-04-01
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2024-03-01,3.25084910237748,335.0,10305.0,79.421965317919,12975.0,66.0,2225.0,13.0,142.0,9970.0,48.0,1178.85,1449.1,555.799999999999,10305.0,3380.0,6925.0,187.0,350.0,153.0,825.0,9500.0,8.684210526,2023-24,26321069,2023-04-01
RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",2024-03-01,2.51062186172267,325.0,12945.0,99.9228097259745,12957.0,56.0,2100.0,15.0,252.0,11245.0,86.0,1865.59999999999,3006.45,720.0,12935.0,2690.0,10240.0,178.0,326.0,166.0,1115.0,12195.0,9.1430914309143,2023-24,26321069,2023-04-01
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,2024-03-01,8.54271356783919,850.0,9950.0,99.7993981945837,9968.0,12.0,1985.0,3.0,330.0,8300.0,67.0,653.0,884.0,471.0,9950.0,1905.0,8050.0,159.0,440.0,127.0,825.0,9035.0,9.131156613171,2023-24,26321069,2023-04-01
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2024-03-01,5.98048918422168,2115.0,35365.0,99.047752415628,35705.0,278.0,7655.0,24.0,302.0,27995.0,87.0,1443.0,2002.25,749.849999999998,35360.0,10115.0,25245.0,204.0,491.0,172.0,2220.0,29610.0,7.49746707193515,2023-24,26321069,2023-04-01
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2024-03-01,6.59217877094972,885.0,13425.0,99.4444444444444,13502.0,30.0,1685.0,10.0,204.0,11455.0,57.0,570.949999999998,974.449999999999,436.0,13420.0,2670.0,10750.0,188.0,262.0,180.0,1370.0,12535.0,10.9293976864778,2023-24,26321069,2023-04-01
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2024-03-01,7.63915547,995.0,13025.0,95.491202346041,13638.0,78.0,2320.0,19.0,1476.0,10950.0,23.0,1268.0,1600.5,751.75,13020.0,3515.0,9505.0,231.0,530.0,205.0,965.0,12230.0,7.89043336058871,2023-24,26321069,2023-04-01
RNZ,SALISBURY NHS FOUNDATION TRUST,2024-03-01,4.64177598385469,230.0,4955.0,66.8690958164642,7411.0,43.75,1325.0,12.0,312.0,4460.0,99.0,740.6,997.899999999999,482.049999999999,4955.0,1395.0,3560.0,227.0,403.0,200.0,295.0,4895.0,6.02655771195097,2023-24,26321069,2023-04-01
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,2024-03-01,0.0,0.0,1465.0,100.0,1463.0,,,,,,,188.0,,188.0,1465.0,,1465.0,47.0,,47.0,,,,2023-24,26321069,2023-04-01
RMC,BOLTON NHS FOUNDATION TRUST,2024-03-01,5.74966828836797,650.0,11305.0,99.9557913351016,11312.0,51.0,2295.0,7.0,279.0,10625.0,36.0,1464.0,2305.0,640.0,11305.0,2480.0,8825.0,212.0,565.0,189.0,935.0,11240.0,8.318505338,2023-24,26321069,2023-04-01
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2024-03-01,4.932155934,1145.0,23215.0,99.59244959,23310.0,36.0,4840.0,7.0,275.0,21695.0,80.0,1109.09999999999,1781.34999999999,545.799999999999,23180.0,6155.0,17025.0,169.0,275.5,149.0,2210.0,22775.0,9.70362239297475,2023-24,26321069,2023-04-01
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2024-03-01,3.85789014821272,885.0,22940.0,100.0,22939.0,56.0,3545.0,17.0,369.0,21900.0,47.0,571.0,652.0,493.0,22940.0,6680.0,16255.0,84.0,169.0,74.0,3360.0,22610.0,14.860681114551,2023-24,26321069,2023-04-01
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,2024-03-01,7.38282870178349,890.0,12055.0,103.210616438356,11681.0,45.0,1915.0,13.0,503.0,7435.0,157.0,780.299999999999,1179.0,600.35,12055.0,2660.0,9395.0,192.0,348.0,174.0,1095.0,12010.0,9.11740216486261,2023-24,26321069,2023-04-01
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,2024-03-01,5.3657775698019,1720.0,32055.0,91.52034261,35027.0,39.0,6245.0,8.0,413.0,24400.0,99.0,1039.0,1415.39999999999,646.0,32050.0,8775.0,23275.0,203.0,324.0,186.0,2945.0,29355.0,10.0323624595469,2023-24,26321069,2023-04-01
RNU,OXFORD HEALTH NHS FOUNDATION TRUST,2024-03-01,0.0,0.0,4285.0,120.534458509142,3553.0,,,,,,,,,,,,,,,,,,,2023-24,26321069,2023-04-01
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,2024-03-01,4.53159041394335,520.0,11475.0,100.130890052356,11461.0,49.0,1720.0,6.0,315.149999999999,10940.0,111.0,931.399999999999,1759.04999999999,467.1,11475.0,2315.0,9160.0,206.0,343.5,195.0,920.0,11280.0,8.15602836879432,2023-24,26321069,2023-04-01
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,2024-03-01,5.87969244685662,650.0,11055.0,99.6394772420009,11095.0,22.0,1470.0,6.0,258.0,9835.0,109.0,740.549999999999,589.599999999999,779.0,11050.0,1910.0,9140.0,245.0,243.0,246.0,1045.0,10680.0,9.78464419475655,2023-24,26321069,2023-04-01
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2024-03-01,4.34391177132568,965.0,22215.0,100.0,22216.0,7.0,2690.0,1.0,371.0,18715.0,69.0,782.599999999998,1298.0,576.0,22210.0,4140.0,18070.0,128.0,264.0,113.0,2855.0,20845.0,13.6963300551691,2023-24,26321069,2023-04-01
RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,2024-03-01,1.31578947368421,75.0,5700.0,100.0,5700.0,,,,226.0,5095.0,100.0,239.0,236.0,239.0,5700.0,50.0,5650.0,133.0,145.0,133.0,205.0,4975.0,4.12060301507537,2023-24,26321069,2023-04-01
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2024-03-01,3.56890459363957,505.0,14150.0,83.0399061032863,17041.0,63.8499999999999,865.0,10.0,52.0,13645.0,9.0,639.0,901.899999999999,468.299999999999,14145.0,3630.0,10515.0,191.0,302.5,169.0,1285.0,13890.0,9.25125989920806,2023-24,26321069,2023-04-01
RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2024-03-01,6.58163265306122,645.0,9800.0,92.8909952606635,10550.0,27.4,10.0,15.0,131.0,8800.0,33.0,175.0,162.0,176.0,9800.0,900.0,8900.0,61.0,51.0,62.0,595.0,8905.0,6.68163952835485,2023-24,26321069,2023-04-01
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,2024-03-01,5.19801980198019,1050.0,20200.0,63.3924368429311,31865.0,29.0,5555.0,9.0,367.0,19075.0,98.0,881.0,1200.59999999999,584.0,20195.0,6725.0,13470.0,215.0,295.0,194.0,1670.0,18905.0,8.83364189367892,2023-24,26321069,2023-04-01
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-03-01,1.96223620881155,265.0,13505.0,60.5605381165919,22302.0,61.0,3770.0,6.0,226.0,13240.0,48.0,653.0,952.599999999999,456.0,13500.0,3275.0,10225.0,180.0,339.0,151.0,825.0,13425.0,6.14525139664804,2023-24,26321069,2023-04-01
RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-03-01,3.73504522906332,640.0,17135.0,99.8252257500728,17164.0,84.6999999999998,2765.0,15.0,285.799999999999,13945.0,65.0,587.0,945.349999999996,473.0,17135.0,4780.0,12355.0,162.0,154.0,164.0,1290.0,14540.0,8.87207702888583,2023-24,26321069,2023-04-01
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2024-03-01,3.28726186029137,440.0,13385.0,98.8917620982637,13533.0,47.3999999999996,3095.0,2.0,330.0,12945.0,100.0,752.699999999998,1087.25,519.0,13345.0,4485.0,8860.0,207.0,295.5,181.0,825.0,12810.0,6.44028103044496,2023-24,26321069,2023-04-01
RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2024-03-01,7.90861159929701,450.0,5690.0,100.0,5690.0,20.0999999999999,400.0,3.0,372.349999999999,5235.0,91.0,486.55,693.45,454.0,5690.0,360.0,5330.0,183.0,257.0,176.0,490.0,5630.0,8.70337477797513,2023-24,26321069,2023-04-01
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,2024-03-01,3.83864671437865,590.0,15370.0,99.902502437439,15384.0,50.0,2655.0,12.0,339.85,9825.0,99.0,1488.64999999999,1819.59999999999,853.0,15370.0,6010.0,9360.0,137.0,57.0,160.0,890.0,11510.0,7.73240660295395,2023-24,26321069,2023-04-01
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2024-03-01,7.70888197270768,1610.0,20885.0,100.119846596356,20858.0,40.0,3065.0,8.0,329.0,18480.0,50.0,587.0,790.599999999999,496.0,20885.0,4185.0,16700.0,172.0,280.0,157.0,1700.0,18725.0,9.07877169559412,2023-24,26321069,2023-04-01
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2024-03-01,2.65414454879542,650.0,24490.0,89.3632548804962,27404.0,40.0499999999997,4240.0,5.0,1087.0,18505.0,73.0,1692.54999999999,1993.0,1313.0,24390.0,8785.0,15605.0,331.0,184.5,418.0,2190.0,19500.0,11.2307692307692,2023-24,26321069,2023-04-01
RN7,DARTFORD AND GRAVESHAM NHS TRUST,2024-03-01,2.90641967422548,455.0,15655.0,99.3337563451776,15762.0,35.0,2290.0,9.0,273.0,8770.0,86.0,891.599999999998,1373.0,752.0,15655.0,1040.0,14615.0,179.0,416.0,176.0,630.0,9355.0,6.73436664885088,2023-24,26321069,2023-04-01
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,2024-03-01,4.180985109,365.0,8730.0,99.8855835240274,8738.0,69.6499999999998,1370.0,14.0,207.0,7580.0,78.0,1117.0,1586.65,477.0,8730.0,2390.0,6345.0,169.0,238.0,154.0,625.0,8605.0,7.2632190586868,2023-24,26321069,2023-04-01
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2024-03-01,5.73694029850746,615.0,10720.0,91.8988426918131,11663.0,86.0,1595.0,16.0,377.0,7080.0,121.0,875.0,1400.0,641.199999999998,10720.0,1880.0,8835.0,202.0,515.0,173.0,605.0,7975.0,7.58620689655172,2023-24,26321069,2023-04-01
RKE,WHITTINGTON HEALTH NHS TRUST,2024-03-01,7.89748953974895,755.0,9560.0,100.0,9562.0,27.0,1605.0,4.0,240.0,8510.0,91.0,1047.0,1799.54999999999,483.0,9560.0,1525.0,8035.0,187.0,457.0,176.0,865.0,8965.0,9.64863357501394,2023-24,26321069,2023-04-01
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2024-03-01,2.17903415783274,185.0,8490.0,100.176991150442,8474.0,43.0,1690.0,4.0,149.0,8115.0,49.0,508.0,692.0,346.0,8490.0,2470.0,6015.0,183.0,235.0,167.0,585.0,8390.0,6.9725864123957,2023-24,26321069,2023-04-01
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2024-03-01,3.41232227488151,540.0,15825.0,99.9684144030322,15829.0,106.0,3170.0,23.0,250.0,14850.0,62.0,1259.0,1676.75,582.25,15820.0,4425.0,11395.0,161.0,298.0,141.0,1410.0,15585.0,9.047160731,2023-24,26321069,2023-04-01
RPA,MEDWAY NHS FOUNDATION TRUST,2024-03-01,3.82395382395382,530.0,13860.0,75.8413132694938,18277.0,57.0,2895.0,9.0,212.0,7905.0,72.0,1416.0,2903.9,521.5,13820.0,2205.0,11615.0,182.0,480.0,172.0,645.0,8645.0,7.46096009253904,2023-24,26321069,2023-04-01
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,2024-03-01,6.13240418118466,880.0,14350.0,67.1502105755732,21370.0,53.0,4325.0,12.0,365.0,13440.0,35.0,1358.0,1678.0,771.0,14350.0,4515.0,9835.0,263.0,525.0,219.0,1180.0,14145.0,8.34217037822552,2023-24,26321069,2023-04-01
RV9,HUMBER TEACHING NHS FOUNDATION TRUST,2024-03-01,0.862068965517241,10.0,1160.0,100.0,1161.0,83.8,0.0,46.0,57.3499999999999,1055.0,11.0,141.0,152.999999999999,141.0,1160.0,85.0,1075.0,49.0,60.0,48.0,50.0,1025.0,4.8780487804878,2023-24,26321069,2023-04-01
K3O1X,MALTON URGENT TREATMENT CENTRE,2024-03-01,1.08695652173913,10.0,920.0,0.0,0.0,,,,172.1,200.0,59.0,137.049999999999,164.899999999999,137.0,920.0,10.0,910.0,57.0,84.0,57.0,40.0,910.0,4.39560439560439,2023-24,26321069,2023-04-01
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2024-03-01,2.58760107816711,480.0,18550.0,100.053937432578,18539.0,45.0,3880.0,11.0,400.0,14495.0,87.0,1312.0,2300.39999999999,653.0,18550.0,4375.0,14170.0,172.0,407.0,149.0,1360.0,14860.0,9.15208613728129,2023-24,26321069,2023-04-01
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,2024-03-01,9.51625693893735,1800.0,18915.0,99.7889738855183,18955.0,40.0,3595.0,10.0,343.0,17115.0,67.0,660.299999999999,956.199999999999,529.0,18915.0,3715.0,15200.0,194.0,337.0,174.0,1910.0,18690.0,10.2193686463349,2023-24,26321069,2023-04-01
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,2024-03-01,4.02684563758389,390.0,9685.0,102.486772486772,9448.0,7.0,1960.0,0.0,278.199999999998,9295.0,82.0,1047.79999999999,1562.0,529.0,9685.0,2355.0,7330.0,200.0,427.0,170.0,860.0,9265.0,9.28224500809498,2023-24,26321069,2023-04-01
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2024-03-01,4.94719288493607,445.0,8995.0,100.0,8997.0,50.0,2300.0,10.0,333.0,8185.0,91.0,503.0,608.0,417.0,8995.0,2955.0,6045.0,197.0,237.0,173.0,700.0,8875.0,7.88732394366197,2023-24,26321069,2023-04-01
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,2024-03-01,1.86113099498926,130.0,6985.0,83.1052944675788,8407.0,85.6,0.0,64.0,124.0,6855.0,26.0,177.0,188.0,175.449999999999,6985.0,675.0,6310.0,67.0,72.0,66.0,165.0,6715.0,2.45718540580789,2023-24,26321069,2023-04-01
AQN04,PHL LYMINGTON UTC,2024-03-01,0.0,0.0,3310.0,108.881578947368,3040.0,,,,137.799999999999,1155.0,42.0,220.949999999999,162.0,221.0,2960.0,20.0,2940.0,80.0,23.0,81.0,35.0,1200.0,2.91666666666666,2023-24,26321069,2023-04-01
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2024-03-01,3.84328358208955,1030.0,26800.0,83.0235439900867,32278.0,141.0,4910.0,35.0,300.299999999999,23235.0,66.0,807.5,1161.59999999999,565.0,26790.0,6870.0,19920.0,163.0,304.0,145.0,1740.0,24670.0,7.05310093230644,2023-24,26321069,2023-04-01
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2024-03-01,6.17834394904458,970.0,15700.0,51.492292554936,30490.0,99.0,860.0,12.0,638.0,8795.0,135.0,1615.0,1982.0,1100.5,15645.0,7715.0,7930.0,227.0,233.0,222.0,2195.0,15290.0,14.3557880967952,2023-24,26321069,2023-04-01
RVJ,NORTH BRISTOL NHS TRUST,2024-03-01,6.15961435457953,575.0,9335.0,98.7830687830687,9450.0,21.0,2610.0,4.0,362.299999999999,7875.0,112.0,842.5,1123.0,542.5,9330.0,3080.0,6250.0,222.0,344.0,196.0,535.0,8275.0,6.46525679758308,2023-24,26321069,2023-04-01
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-03-01,8.3629191321499,1060.0,12675.0,92.99339692,13632.0,-4.0,3320.0,-220.0,355.0,11615.0,-70.0,0.0,0.0,0.0,12675.0,2570.0,10105.0,0.0,0.0,0.0,685.0,8205.0,8.34856794637416,2023-24,26321069,2023-04-01
F7H7R,MIU/UTC @ TETBURY HOSPITAL TRUST LTD,2024-03-01,2.83018867924528,15.0,530.0,0.0,0.0,,,,52.2999999999999,520.0,8.0,129.0,192.149999999999,129.0,530.0,15.0,520.0,54.0,70.0,54.0,45.0,515.0,8.7378640776699,2023-24,26321069,2023-04-01
RWJ,STOCKPORT NHS FOUNDATION TRUST,2024-03-01,7.04663212435233,680.0,9650.0,99.9482133609528,9653.0,40.25,2175.0,8.0,332.0,8945.0,99.0,1202.54999999999,1596.4,642.0,9650.0,2755.0,6895.0,228.0,466.0,206.0,750.0,9585.0,7.824726135,2023-24,26321069,2023-04-01
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,2024-03-01,3.70474319393769,1320.0,35630.0,94.0850277264325,37872.0,57.0,6670.0,10.0,236.0,32800.0,91.0,921.949999999997,1220.0,497.0,35620.0,8660.0,26960.0,218.0,466.0,199.0,2670.0,34530.0,7.73240660295395,2023-24,26321069,2023-04-01
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,2024-03-01,6.4,80.0,1250.0,88.9679715302491,1407.0,,,,304.799999999999,1025.0,102.0,291.199999999999,366.599999999999,289.0,1250.0,30.0,1220.0,131.0,162.0,130.0,135.0,1195.0,11.2970711297071,2023-24,26321069,2023-04-01
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2024-03-01,8.84255931,2460.0,27820.0,99.3571428571428,28002.0,46.0,3905.0,10.0,352.0,24970.0,86.0,1037.0,1924.59999999999,677.0,27750.0,4715.0,23035.0,207.0,505.0,187.0,2670.0,26650.0,10.01876173,2023-24,26321069,2023-04-01
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,2024-03-01,7.19866071428571,645.0,8960.0,100.167691447736,8946.0,92.0,2320.0,23.0,354.0,7210.0,94.0,750.0,933.0,510.05,8920.0,3120.0,5800.0,197.0,309.0,172.0,630.0,8835.0,7.13073005093378,2023-24,26321069,2023-04-01
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2024-03-01,0.610432852386237,55.0,9010.0,100.558035714285,8961.0,36.0,1645.0,6.0,164.249999999999,10.0,63.5,574.0,6.0,574.0,9000.0,0.0,9000.0,180.0,6.0,180.0,0.0,70.0,0.0,2023-24,26321069,2023-04-01
NIT03,SELLY OAK HEALTH CENTRE,2024-03-01,0.0,0.0,5000.0,0.0,0.0,,,,,,,416.899999999999,,416.899999999999,4965.0,,4965.0,121.0,,121.0,,,,2023-24,26321069,2023-04-01
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2024-03-01,4.1919470490899,380.0,9065.0,100.055187637969,9058.0,50.7999999999997,2225.0,10.0,327.049999999999,8680.0,101.0,684.7,882.0,477.0,9065.0,3025.0,6040.0,222.0,330.0,175.0,730.0,8955.0,8.15187046342825,2023-24,26321069,2023-04-01
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,2024-03-01,0.943396226415094,30.0,3180.0,100.0,3181.0,0.0,0.0,0.0,0.0,3150.0,0.0,217.0,211.2,217.0,3180.0,275.0,2905.0,78.0,67.0,80.0,110.0,2550.0,4.31372549019607,2023-24,26321069,2023-04-01
AH6,URGENT CARE CENTRE- HURLEY GROUP HQ,2024-03-01,2.45573957738435,215.0,8755.0,0.0,0.0,,,,132.899999999999,50.0,47.0,265.0,270.25,265.0,8675.0,415.0,8255.0,126.0,129.0,126.0,0.0,210.0,0.0,2023-24,26321069,2023-04-01
R1F,ISLE OF WIGHT NHS TRUST,2024-03-01,2.90635091496232,135.0,4645.0,74.1420590582601,6267.0,17.0,1560.0,1.0,225.0,4220.0,55.0,1313.5,1760.25,672.099999999999,4645.0,1085.0,3560.0,223.0,582.5,191.0,395.0,4310.0,9.16473317865429,2023-24,26321069,2023-04-01
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2024-03-01,1.91549295774647,170.0,8875.0,101.139601139601,8773.0,61.0,1980.0,10.0,97.0,7605.0,20.0,1014.0,1459.0,405.0,8870.0,2405.0,6465.0,178.0,360.0,151.0,770.0,8740.0,8.81006864988558,2023-24,26321069,2023-04-01
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2024-03-01,6.41627543035993,1025.0,15975.0,99.8749609252891,15995.0,43.0,2480.0,8.0,306.0,13155.0,66.0,584.0,302.899999999999,586.0,15975.0,450.0,15525.0,163.0,43.0,167.0,1170.0,13875.0,8.43243243243243,2023-24,26321069,2023-04-01
NNF,CITY HEALTH CARE PARTNERSHIP CIC,2024-03-01,5.01600853788687,705.0,14055.0,0.0,0.0,2.0,70.0,1.0,127.0,13350.0,25.0,292.0,281.849999999999,292.0,14055.0,465.0,13590.0,123.0,102.0,124.0,380.0,8465.0,4.489072652,2023-24,26321069,2023-04-01
R1H,BARTS HEALTH NHS TRUST,2024-03-01,6.60632047006511,2080.0,31485.0,70.7369130532464,44508.0,111.0,5815.0,17.0,347.0,26405.0,65.0,1424.75,2285.0,777.0,31425.0,6650.0,24775.0,232.0,497.0,219.0,2935.0,27525.0,10.6630336058128,2023-24,26321069,2023-04-01
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-03-01,3.69056068133427,260.0,7045.0,79.5146726862302,8859.0,52.0,1840.0,9.0,204.0,6480.0,26.0,993.0,1443.19999999999,637.899999999999,7040.0,1430.0,5610.0,184.5,425.5,158.0,555.0,6650.0,8.34586466165413,2023-24,26321069,2023-04-01
AXA,TOWER HAMLETS GP CARE GROUP CIC,2024-03-01,5.928143713,495.0,8350.0,0.0,0.0,43.8499999999999,165.0,10.5,220.0,5295.0,81.0,283.0,646.0,272.0,8350.0,380.0,7970.0,143.0,161.0,142.0,335.0,7195.0,4.65601111883252,2023-24,26321069,2023-04-01
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2024-03-01,5.25344075193017,1565.0,29790.0,99.2173189009159,30024.0,60.0,5095.0,20.0,276.0,20930.0,91.0,770.0,1422.0,491.0,29575.0,5465.0,24110.0,177.0,273.0,167.0,2850.0,27115.0,10.5107873870551,2023-24,26321069,2023-04-01
ANH,MALLING HEALTH,2024-03-01,1.88149396237012,335.0,17805.0,0.0,0.0,,,,403.0,9500.0,109.0,522.0,170.0,606.799999999999,17045.0,4760.0,12285.0,95.0,0.0,150.0,640.0,9190.0,6.96409140369967,2023-24,26321069,2023-04-01
